TRUCRS ID,Name,USDOT,CA_Number,Complies,Priority,Date Certificate Printed,SAFER_URL,Google_Search,All_Carriers
1720,Southwest Construction Company Inc.,59770.0,2584464,TB,1.0,2025-01-08 01:26:07,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=59770,https://www.google.com/search?q=Southwest+Construction+Company+Inc.+trucking+California+address+phone,"2584464, 59770"
2025,INQUIPCO,347085.0,,TB,1.0,2025-01-29 12:12:28,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=347085,https://www.google.com/search?q=INQUIPCO+trucking+California+address+phone,347085
3051,Lassen Forest Products Inc.,29914.0,472923,TB,1.0,2025-01-11 10:46:55,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29914,https://www.google.com/search?q=Lassen+Forest+Products+Inc.+trucking+California+address+phone,"350482, 472923, 29914"
3292,WENDT CONSTRUCTION CO INC,50465.0,1657120,TB,1.0,2025-01-30 11:09:49,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=50465,https://www.google.com/search?q=WENDT+CONSTRUCTION+CO+INC+trucking+California+address+phone,"1657120, 50465"
3592,"Mendocino Forest Products Company, LLC",599472.0,763868,TB,1.0,2025-01-07 02:35:04,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=599472,https://www.google.com/search?q=Mendocino+Forest+Products+Company+LLC+trucking+California+address+phone,"763868, 599472"
8244,Yandell Truckaway Inc.,18445.0,30503,TB,1.0,2025-01-13 11:31:40,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18445,https://www.google.com/search?q=Yandell+Truckaway+Inc.+trucking+California+address+phone,"30503, 18445"
9789,"Sundance Stage Lines, Inc",184090.0,,TB,1.0,2025-01-08 07:50:30,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=184090,https://www.google.com/search?q=Sundance+Stage+Lines+Inc+trucking+California+address+phone,"PSG0000210, 45844, 184090"
9795,"Steve Wills Trucking & Logging, LLC.",256813.0,1444560,TB,1.0,2024-12-26 02:15:17,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=256813,https://www.google.com/search?q=Steve+Wills+Trucking+&+Logging+LLC.+trucking+California+address+phone,"1444560, 256813"
9801,"Apex Fence Co., Inc.",51968.0,549939,TB,1.0,2025-01-31 01:39:05,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=51968,https://www.google.com/search?q=Apex+Fence+Co.+Inc.+trucking+California+address+phone,"549939, 51968"
9821,Timberland Logging,199331.0,253030,TB,1.0,2025-01-03 09:25:04,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=199331,https://www.google.com/search?q=Timberland+Logging+trucking+California+address+phone,"29724, 253030, 199331"
9822,"Siskiyou Transportation, Inc.",39920.0,17189,TB,1.0,2025-01-23 02:21:21,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=39920,https://www.google.com/search?q=Siskiyou+Transportation+Inc.+trucking+California+address+phone,"394179, 17189, 39920"
9840,Rockview Farms,48850.0,776013,TB,1.0,2025-01-16 11:42:16,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=48850,https://www.google.com/search?q=Rockview+Farms+trucking+California+address+phone,"776013, 48850"
9845,Crane Mills Truck Shop,40859.0,716497,TB,1.0,2025-01-02 07:11:30,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=40859,https://www.google.com/search?q=Crane+Mills+Truck+Shop+trucking+California+address+phone,"716497, 40859"
9878,"Superior Cattle Feeders, LLC",1248591.0,216358,TB,1.0,2025-01-31 12:16:18,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1248591,https://www.google.com/search?q=Superior+Cattle+Feeders+LLC+trucking+California+address+phone,"216358, 1248591"
9936,"Redwood Empire Vineyard Management, Inc.",1181138.0,54112,TB,1.0,2025-01-29 04:41:21,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1181138,https://www.google.com/search?q=Redwood+Empire+Vineyard+Management+Inc.+trucking+California+address+phone,"54112, 1181138"
